1650699	1662964	1	12266	12266	12266	100.00	5179971	12266	0.24	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000016
2644682	2645304	623	1	623	623	95.51	5437407	12266	0.01	5.08	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000016
2490295	2491525	1	1231	1231	1231	100.00	5179971	1231	0.02	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000017
4146942	4148685	1	1744	1744	1744	100.00	5069678	1744	0.03	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000018
36722	37069	348	1	348	348	98.85	5437407	1744	0.01	19.95	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000018
35444	36699	1744	489	1256	1256	97.37	5437407	1744	0.02	72.02	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000018
2239782	2240259	1	478	478	478	98.33	5594477	1925	0.01	24.83	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000021
2697058	2697535	1	478	478	478	98.33	5594477	1925	0.01	24.83	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000021
2927294	2928743	476	1925	1450	1450	91.32	5437407	1925	0.03	75.32	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000021
1552800	1554724	1925	1	1925	1925	100.00	5594477	1925	0.03	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000021
184877	186110	1	1234	1234	1234	99.68	5594477	1234	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000022
180678	181911	1	1234	1234	1234	99.84	4641652	1234	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000022
4268657	4269890	1234	1	1234	1234	98.95	5437407	1234	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000022
4376755	4379861	1	3107	3107	3107	98.78	5069678	3107	0.06	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000023
4346704	4349809	1	3107	3106	3107	98.52	5179971	3107	0.06	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000023
5081076	5084182	3107	1	3107	3107	100.00	5437407	3107	0.06	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000023
1910179	1910479	1	301	301	301	100.00	5594477	1754	0.01	17.16	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000028
1661877	1663630	1754	1	1754	1754	100.00	5594477	1754	0.03	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000028
1879994	1881208	1	1220	1215	1220	98.36	5437407	1220	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000031
2175408	2176627	1220	1	1220	1220	100.00	4641652	1220	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000031
282288	283601	1	1314	1314	1314	99.70	5437407	1314	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000032
3655250	3656563	1314	1	1314	1314	100.00	4641652	1314	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000032
4614848	4616060	1213	1	1213	1213	99.84	5594477	1213	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000036
4128614	4129826	1213	1	1213	1213	99.75	5069678	1213	0.02	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000036
3516918	3518107	1	1190	1190	1190	100.00	5594477	1190	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000040
1931685	1933479	1	1795	1795	1795	100.00	4641652	1795	0.04	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000043
2214916	2216710	1795	1	1795	1795	99.28	5437407	1795	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000043
4862635	4864953	1	2319	2319	2319	97.28	5179971	5154	0.04	44.99	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000047
2473874	2479027	5154	1	5154	5154	100.00	4641652	5154	0.11	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000047
4509618	4511007	1	1390	1390	1390	100.00	4641652	1390	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000052
4555966	4557356	1390	1	1391	1390	99.71	5437407	1390	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000052
544531	546662	1	2132	2132	2132	99.58	5594477	2132	0.04	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000056
478466	480597	1	2132	2132	2132	99.95	4641652	2132	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000056
3935687	3937817	2132	1	2131	2132	99.77	5437407	2132	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000056
487569	489270	1	1702	1702	1702	100.00	5069678	1702	0.03	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000057
4028079	4029600	1522	1	1522	1522	99.93	4641652	1522	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000059
946122	947242	1	1121	1121	1121	99.29	5437407	1121	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000060
3849107	3850227	1121	1	1121	1121	99.29	5594477	1121	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000060
3107513	3108633	1121	1	1121	1121	99.20	4641652	1121	0.02	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000060
3842807	3844161	1	1355	1355	1355	99.93	4641652	1355	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000062
39740	41094	1355	1	1355	1355	99.93	5437407	1355	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000062
5212372	5213593	1	1222	1222	1222	99.43	5437407	1222	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000067
3938134	3939355	1222	1	1222	1222	99.92	4641652	1222	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000067
4199002	4200223	1222	1	1222	1222	98.69	5179971	1222	0.02	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000067
4638601	4639955	1	1355	1355	1355	100.00	4641652	1355	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000068
4452231	4453585	1355	1	1355	1355	98.15	5437407	1355	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000068
131617	134236	1	2620	2620	2620	99.08	5437407	2620	0.05	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000069
3792989	3795608	2620	1	2620	2620	100.00	4641652	2620	0.06	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000069
2649417	2651524	2108	1	2108	2108	98.96	5594477	2108	0.04	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000072
2024871	2026978	2108	1	2108	2108	99.95	4641652	2108	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000072
3038776	3040003	1	1228	1228	1228	100.00	4641652	1228	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000076
1018989	1020216	1228	1	1228	1228	99.19	5437407	1228	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000076
3338415	3340174	1	1758	1760	1758	95.80	5069678	2395	0.03	73.40	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000078
4735655	4737264	153	1759	1610	1607	95.84	5437407	2395	0.03	67.10	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000078
942195	944589	2395	1	2395	2395	100.00	5437407	2395	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000078
2302559	2308394	1	5836	5836	5836	100.00	5179971	5836	0.11	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000079
4077396	4080059	1	2664	2664	2664	100.00	4641652	2664	0.06	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000080
4480122	4481583	1	1462	1462	1462	98.02	5437407	1462	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000082
4609241	4610702	1462	1	1462	1462	100.00	4641652	1462	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000082
4520060	4521348	1	1289	1289	1289	98.06	5437407	1289	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000086
4564142	4565430	1289	1	1289	1289	100.00	4641652	1289	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000086
4421292	4424213	2922	1	2922	2922	100.00	5179971	2922	0.06	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000089
2490877	2493370	1	2488	2494	2488	97.32	5437407	2488	0.05	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000093
1695620	1698107	2488	1	2488	2488	100.00	4641652	2488	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000093
1228664	1231101	1	2438	2438	2438	100.00	4641652	2438	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000094
3021858	3024294	2438	1	2437	2438	99.43	5437407	2438	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000094
4252119	4253726	1	1608	1608	1608	99.56	5437407	1608	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000096
197555	199162	1608	1	1608	1608	100.00	4641652	1608	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000096
1108888	1118887	10000	1	10000	10000	100.00	5179971	10000	0.19	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000097.0
3558360	3560144	12641	14435	1785	1795	86.21	5069678	14734	0.04	12.18	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000097.1
4017666	4017976	14424	14734	311	311	99.04	5594477	14734	0.01	2.11	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000097.1
3278431	3278741	14424	14734	311	311	99.36	4641652	14734	0.01	2.11	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000097.1
1094154	1108887	14734	1	14734	14734	100.00	5179971	14734	0.28	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000097.1
1662265	1663885	1	1621	1621	1621	100.00	5069678	1621	0.03	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000098
3311447	3313255	1	1809	1809	1809	100.00	4641652	1809	0.04	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000100
632534	634342	1809	1	1809	1809	98.18	5437407	1809	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000100
4580552	4584314	1	3763	3763	3763	100.00	5594477	3763	0.07	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000107
1372778	1378450	5673	1	5673	5673	100.00	5594477	5673	0.10	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000108
3274732	3275814	1	1083	1083	1083	100.00	4641652	1083	0.02	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000113
672403	673484	1083	1	1082	1083	99.45	5437407	1083	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000113
4512740	4514793	1	2054	2054	2054	97.66	5437407	2054	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000115
5433814	5435867	2054	1	2054	2054	100.00	5594477	2054	0.04	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000115
2559500	2560665	1	1166	1166	1166	100.00	5594477	1166	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000117
2141360	2142525	1166	1	1166	1166	97.77	5437407	1166	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000117
4059392	4060432	1	1040	1041	1040	97.98	5437407	3060	0.02	33.99	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000118
4060390	4062547	905	3060	2158	2156	97.82	5437407	3060	0.04	70.46	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000118
352614	355673	3060	1	3060	3060	100.00	4641652	3060	0.07	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000118
2667029	2668507	1	1479	1479	1479	99.73	5437407	1479	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000119
2090985	2092463	1479	1	1479	1479	99.19	5594477	1479	0.03	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000119
1569740	1571218	1479	1	1479	1479	99.66	4641652	1479	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000119
768445	769352	1	908	908	908	97.25	5594477	5167	0.02	17.57	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000122
607940	613164	1	5167	5225	5167	94.84	5069678	5167	0.10	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000122
687085	687851	1	767	767	767	98.70	4641652	5167	0.02	14.84	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000122
661004	666222	1	5167	5219	5167	95.02	5179971	5167	0.10	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000122
689046	689191	763	908	146	146	92.52	4641652	5167	0.00	2.83	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000122
769520	771599	3088	5167	2080	2080	97.88	5594477	5167	0.04	40.26	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000122
689359	691438	3088	5167	2080	2080	98.03	4641652	5167	0.04	40.26	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000122
3733976	3739142	5167	1	5167	5167	100.00	5437407	5167	0.10	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000122
2109170	2110532	1	1363	1363	1363	99.41	5437407	1363	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000123
1990340	1991702	1363	1	1363	1363	100.00	4641652	1363	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000123
3650405	3650628	1	224	224	224	99.55	5437407	1006	0.00	22.27	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000127
3650709	3651508	207	1006	800	800	99.62	5437407	1006	0.01	79.52	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000127
864444	865449	1006	1	1006	1006	99.50	5594477	1006	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000127
693889	694893	1006	1	1005	1006	99.50	5069678	1006	0.02	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000127
743747	744752	1006	1	1006	1006	99.50	5179971	1006	0.02	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000127
2164590	2166647	1	2047	2058	2047	93.25	5594477	2548	0.04	80.34	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000129
2215314	2217255	1	1943	1942	1943	95.21	5594477	2548	0.03	76.26	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000129
1465891	1468438	2548	1	2548	2548	100.00	5069678	2548	0.05	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000129
3433782	3436033	1	2252	2252	2252	99.91	5437407	2252	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000131
949242	951493	2252	1	2252	2252	100.00	4641652	2252	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000131
243966	245491	1	1526	1526	1526	98.23	5437407	1526	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000135
3693309	3694834	1526	1	1526	1526	100.00	4641652	1526	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000135
3202572	3204259	1	1688	1688	1688	100.00	4641652	1688	0.04	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000137
750167	751122	1688	734	956	955	98.64	5437407	1688	0.02	56.58	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000137
1406321	1408419	2099	1	2099	2099	100.00	5179971	2099	0.04	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000138
2083540	2085055	1	1516	1516	1516	98.75	5437407	1516	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000139
2112146	2113661	1516	1	1516	1516	97.96	5069678	1516	0.03	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000139
2015703	2017218	1516	1	1516	1516	99.67	4641652	1516	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000139
2880204	2882799	2596	1	2596	2596	99.31	5069678	2596	0.05	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000140
2792287	2794882	2596	1	2596	2596	99.88	5179971	2596	0.05	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000140
654520	655548	1029	1	1029	1029	100.00	5594477	1029	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000141
1968865	1972268	1	3404	3404	3404	100.00	4641652	3404	0.07	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000144
2127827	2131230	3404	1	3404	3404	99.85	5437407	3404	0.06	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000144
2213720	2214353	1	632	634	632	96.69	5594477	1987	0.01	31.81	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000146
1204885	1206871	1987	1	1987	1987	100.00	5594477	1987	0.04	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000146
2938071	2939499	1	1425	1429	1425	94.89	5594477	3878	0.03	36.75	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000147
3620362	3621790	1	1425	1429	1425	96.01	5437407	3878	0.03	36.75	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000147
1241087	1244964	3878	1	3878	3878	100.00	5179971	3878	0.07	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000147
4869160	4871452	1	2293	2293	2293	100.00	5594477	2293	0.04	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000149
